,location,total_sqft,bath,price,bhk
7200,Other,1427.0,2.0,52.0,2
7201,Magadi Road,940.0,2.0,50.0,2
7202,Bannerghatta Road,1460.0,2.0,80.0,3
7203,9th Phase JP Nagar,1522.0,3.0,90.0,3
7204,Thanisandra,1185.0,2.0,42.67,2
7205,Banashankari,1800.0,3.0,125.0,3
7206,Electronics City Phase 1,940.0,2.0,44.0,2
7207,Marathahalli,1530.0,3.0,71.0,3
7208,Other,1050.0,2.0,48.0,2
7209,Subramanyapura,929.0,2.0,49.0,2
7210,Whitefield,1530.0,3.0,75.0,3
7211,Other,900.0,2.0,48.0,2
7212,Vasanthapura,978.0,2.0,34.22,2
7213,Ambalipura,770.0,1.0,43.82,1
7214,Kaval Byrasandra,1066.0,2.0,55.0,2
7215,Electronic City,635.0,1.0,28.0,1
7216,Whitefield,1015.0,2.0,45.0,2
7217,Hebbal,1175.0,2.0,54.05,2
7218,Vidyaranyapura,1188.0,2.0,50.0,2
7219,Other,620.0,1.0,25.0,1
7220,Other,1210.0,2.0,75.0,2
7221,Rajaji Nagar,1500.0,2.0,99.0,3
7222,Thanisandra,1185.0,2.0,43.66,2
7223,Yelahanka,1300.0,2.0,69.23,2
7224,Kasavanhalli,1100.0,2.0,68.0,2
7225,Ambalipura,860.0,2.0,28.93,2
7226,Panathur,1007.0,2.0,64.0,2
7227,Akshaya Nagar,1100.0,2.0,48.0,2
7228,Whitefield,1187.0,2.0,38.0,2
7229,R.T. Nagar,1150.0,2.0,72.0,2
7230,Other,1180.0,2.0,41.94,2
7231,Budigere,1820.0,3.0,85.2,3
7232,KR Puram,3628.0,4.0,246.0,4
7233,Other,1430.0,3.0,70.0,3
7234,Kanakpura Road,700.0,2.0,40.0,2
7235,Other,1200.0,1.0,70.0,2
7236,Old Madras Road,1165.0,2.0,40.77,2
7237,Jalahalli,1569.0,3.0,118.0,3
7238,Yelahanka New Town,2437.0,3.0,125.0,3
7239,Marathahalli,950.0,2.0,46.7,2
7240,Bellandur,1685.0,3.0,115.0,3
7241,Green Glen Layout,3270.0,4.0,205.0,4
7242,Other,1250.0,3.0,40.0,3
7243,Other,1130.0,2.0,68.0,2
7244,Whitefield,2247.0,3.0,145.0,3
7245,Marathahalli,1550.0,3.0,85.0,3
7246,Hoodi,1715.0,2.0,100.0,3
7247,Hennur Road,1053.0,2.0,53.0,2
7248,Begur Road,1200.0,3.0,50.0,3
7249,Chikkabanavar,2400.0,4.0,97.0,5
7250,Other,1245.0,1.0,60.0,2
7251,Thanisandra,1241.0,2.0,65.0,3
7252,Raja Rajeshwari Nagar,1090.0,2.0,57.0,2
7253,Other,1390.0,2.0,50.0,3
7254,Kanakpura Road,1100.0,2.0,52.97,3
7255,Koramangala,1350.0,2.0,103.0,2
7256,Other,800.0,2.0,55.0,2
7257,Sarjapur  Road,1787.0,3.0,116.0,3
7258,Sarjapur  Road,1691.0,3.0,93.01,3
7259,Bhoganhalli,2119.0,4.0,111.0,4
7260,Chikka Tirupathi,2325.0,3.0,95.0,3
7261,Akshaya Nagar,1896.0,3.0,102.0,3
7262,Banashankari Stage V,1540.0,3.0,48.51,3
7263,Other,1244.0,2.0,95.0,2
7264,Hormavu,1365.0,2.0,65.0,3
7265,Thanisandra,580.0,1.0,27.5,1
7266,Hebbal,1355.0,3.0,83.87,3
7267,8th Phase JP Nagar,1513.0,2.0,62.0,2
7268,Banashankari,1175.0,2.0,41.13,2
7269,Talaghattapura,2273.0,3.0,145.0,3
7270,Thanisandra,2050.0,3.0,150.0,3
7271,Other,1200.0,2.0,75.0,2
7272,Whitefield,1190.0,2.0,59.0,2
7273,Marathahalli,1019.0,2.0,49.86,2
7274,Thigalarapalya,1830.0,3.0,133.0,3
7275,Sarjapur  Road,1028.0,2.0,56.0,2
7276,Old Madras Road,1300.0,2.0,100.0,2
7277,Whitefield,1160.0,2.0,67.0,2
7278,Mahadevpura,1505.0,3.0,78.0,3
7279,Kogilu,1250.0,2.0,55.55,2
7280,Sarjapur,1175.0,2.0,41.68,2
7281,Other,1100.0,2.0,57.6,2
7282,Other,2159.0,3.0,120.0,3
7283,Devanahalli,1230.0,2.0,56.45,2
7284,Other,1200.0,1.0,48.0,1
7285,Other,1340.0,2.0,71.0,2
7286,Banashankari,1750.0,2.0,89.0,3
7287,Banashankari Stage II,1400.0,2.0,100.0,2
7288,Nagarbhavi,1350.0,3.0,60.0,3
7289,Other,1675.0,3.0,62.0,3
7290,Thanisandra,1340.0,2.0,66.33,2
7291,Hulimavu,1276.0,2.0,76.0,2
7292,Ramagondanahalli,1738.0,2.0,76.0,3
7293,Other,1190.0,2.0,59.9,2
7294,Electronic City,1128.0,2.0,65.45,2
7295,Other,1250.0,2.0,55.0,2
7296,Other,1450.0,2.0,90.0,2
7297,Kudlu,1084.0,2.0,53.0,2
7298,Kaggadasapura,2150.0,4.0,90.0,4
7299,Hosur Road,1250.0,2.0,65.0,2
7300,Begur,1304.0,3.0,65.0,3
7301,7th Phase JP Nagar,980.0,2.0,77.44,2
7302,Other,1275.0,2.0,49.5,2
7303,Other,3600.0,4.0,225.0,4
7304,Kanakpura Road,1450.0,2.0,70.18,3
7305,Electronic City,890.0,2.0,40.0,2
7306,Bannerghatta Road,1340.0,2.0,85.0,2
7307,Vidyaranyapura,1100.0,2.0,75.0,3
7308,Kengeri,750.0,2.0,40.0,2
7309,Akshaya Nagar,1300.0,2.0,66.0,2
7310,Other,1900.0,2.0,92.0,3
7311,Other,1250.0,3.0,40.0,3
7312,Other,925.0,2.0,55.0,2
7313,Other,3900.0,3.0,250.0,3
7314,Uttarahalli,1107.0,2.0,45.0,2
7315,Electronics City Phase 1,1300.0,2.0,67.0,2
7316,Other,1715.0,3.0,95.0,3
7317,Uttarahalli,1200.0,2.0,55.0,2
7318,Talaghattapura,921.0,2.0,29.47,2
7319,Marathahalli,1144.0,2.0,65.0,2
7320,Kanakpura Road,525.0,1.0,26.01,1
7321,Other,1400.0,2.0,56.0,3
7322,Balagere,661.0,1.0,33.0,1
7323,Yelahanka,1705.0,3.0,91.0,3
7324,Kadugodi,1430.0,2.0,55.0,3
7325,Marathahalli,1240.0,2.0,55.0,2
7326,Garudachar Palya,1325.0,2.0,60.8,3
7327,Thanisandra,1230.0,2.0,44.0,2
7328,Uttarahalli,1330.0,2.0,46.45,3
7329,Haralur Road,1243.0,2.0,46.0,2
7330,Banashankari Stage III,1500.0,2.0,100.0,3
7331,Cox Town,1073.0,2.0,72.0,2
7332,Kudlu,1300.0,2.0,56.0,2
7333,Electronic City,1065.0,2.0,30.75,2
7334,Whitefield,1216.0,2.0,66.88,2
7335,Jigani,1252.0,3.0,59.0,3
7336,Hormavu,1196.0,2.0,44.8,2
7337,Kudlu,1027.0,2.0,44.0,2
7338,Other,1270.0,2.0,57.15,3
7339,Mico Layout,1171.0,2.0,39.0,2
7340,Kothannur,1215.0,2.0,48.6,3
7341,Other,600.0,1.0,20.0,1
7342,Whitefield,1180.0,2.0,77.0,2
7343,Electronic City Phase II,1160.0,2.0,33.51,2
7344,Whitefield,2140.0,3.0,139.0,3
7345,Yeshwanthpur,1500.0,3.0,100.0,3
7346,Banaswadi,1008.0,2.0,52.0,2
7347,Rajaji Nagar,1621.0,3.0,124.0,3
7348,Other,1030.0,2.0,77.25,3
7349,Whitefield,1314.0,2.0,84.0,2
7350,Choodasandra,1220.0,3.0,56.0,3
7351,JP Nagar,1590.0,2.0,85.0,3
7352,Shivaji Nagar,703.0,2.0,49.5,2
7353,Hosakerehalli,1795.0,3.0,64.62,3
7354,Gottigere,3000.0,3.0,132.0,4
7355,Sarjapur  Road,4395.0,4.0,242.0,4
7356,Electronic City,825.0,2.0,35.0,2
7357,Other,1254.0,2.0,70.0,3
7358,Ramagondanahalli,2040.0,3.0,114.0,3
7359,Other,1820.0,3.0,79.5,3
7360,Horamavu Agara,1623.0,3.0,89.0,3
7361,Haralur Road,1243.0,2.0,46.0,2
7362,Electronic City,1200.0,2.0,40.5,2
7363,Gottigere,1613.0,3.0,72.0,3
7364,Other,1293.0,2.0,80.0,2
7365,Kudlu Gate,940.0,2.0,69.57,2
7366,Sarjapur  Road,1181.0,2.0,65.0,3
7367,Other,1050.0,2.0,36.0,2
7368,Subramanyapura,1260.0,2.0,75.0,3
7369,Other,1500.0,3.0,56.0,3
7370,Other,1000.0,2.0,66.0,2
7371,Whitefield,1530.0,3.0,73.0,3
7372,HSR Layout,1140.0,2.0,46.0,2
7373,Other,1864.0,3.0,115.0,3
7374,Sarjapur,1575.0,3.0,55.0,3
7375,Raja Rajeshwari Nagar,945.0,2.0,45.0,2
7376,Sarjapur  Road,1691.0,3.0,100.0,3
7377,Electronic City Phase II,1220.0,3.0,35.25,3
7378,Kengeri,600.0,1.0,35.0,1
7379,Whitefield,1160.0,2.0,39.0,2
7380,Other,1950.0,2.0,89.5,3
7381,Vittasandra,1650.0,3.0,85.0,3
7382,Other,2400.0,4.0,150.0,4
7383,Abbigere,795.0,1.0,32.6,2
7384,Haralur Road,1243.0,2.0,46.0,2
7385,Other,1263.0,2.0,51.5,2
7386,Hennur,1345.0,2.0,69.0,3
7387,Other,4400.0,5.0,240.0,5
7388,Electronic City,1360.0,2.0,58.0,3
7389,Sarjapur  Road,1026.0,2.0,60.55,2
7390,Other,1050.0,2.0,38.0,2
7391,Uttarahalli,1460.0,3.0,76.0,3
7392,Other,1525.0,2.0,91.48,3
7393,Kanakpura Road,1843.0,3.0,85.0,3
7394,Koramangala,1642.0,2.0,115.0,3
7395,TC Palaya,1200.0,2.0,66.0,3
7396,Other,975.0,2.0,60.0,2
7397,Bisuvanahalli,1075.0,2.0,44.0,3
7398,Panathur,1210.0,2.0,77.93,2
7399,Other,2000.0,3.0,100.0,3
7400,Akshaya Nagar,1225.0,2.0,68.0,2
7401,Jakkur,1290.0,2.0,80.04,2
7402,Other,1220.0,2.0,56.0,2
7403,Kaggadasapura,1361.0,2.0,79.0,2
7404,1st Phase JP Nagar,1394.0,2.0,85.0,2
7405,Yelahanka,870.0,2.0,27.0,2
7406,Hebbal,1420.0,2.0,99.39,2
7407,Bellandur,1846.0,3.0,135.0,3
7408,Yeshwanthpur,1167.0,2.0,64.08,2
7409,Kannamangala,2422.0,4.0,135.0,4
7410,Rachenahalli,1050.0,2.0,52.5,2
7411,Other,1000.0,2.0,50.0,2
7412,Kundalahalli,1260.0,2.0,58.0,2
7413,Jigani,939.0,2.0,39.0,2
7414,Jalahalli,600.0,1.0,37.0,1
7415,8th Phase JP Nagar,1298.0,2.0,59.0,2
7416,Marathahalli,1710.0,3.0,135.0,3
7417,Subramanyapura,1000.0,2.0,45.0,2
7418,Ramagondanahalli,3350.0,3.0,150.0,3
7419,Other,1100.0,2.0,68.0,2
7420,Jalahalli,615.0,1.0,46.0,1
7421,Sarjapur  Road,1350.0,2.0,85.0,2
7422,Hegde Nagar,1718.0,3.0,130.0,3
7423,7th Phase JP Nagar,1680.0,3.0,112.0,3
7424,Hulimavu,1500.0,2.0,90.0,2
7425,Sarjapur  Road,1157.0,2.0,72.0,3
7426,Akshaya Nagar,1179.0,2.0,51.0,2
7427,Hulimavu,1942.5,2.0,60.48,2
7428,Jalahalli East,1010.0,2.0,52.0,2
7429,Electronic City,630.0,1.0,46.0,1
7430,Anekal,1200.0,2.0,36.1,2
7431,Kaval Byrasandra,1025.0,2.0,60.0,2
7432,Hennur Road,1195.0,2.0,59.0,2
7433,Whitefield,1012.0,2.0,58.0,2
7434,Sarjapura - Attibele Road,1090.0,2.0,37.0,2
7435,Kathriguppe,1300.0,3.0,77.99,3
7436,Harlur,1710.0,3.0,85.0,3
7437,Uttarahalli,1500.0,3.0,68.0,3
7438,Kodichikkanahalli,1310.0,2.0,53.0,3
7439,Dommasandra,674.0,1.0,19.9,2
7440,Hoodi,1350.0,3.0,70.0,3
7441,Other,1464.0,2.0,115.0,3
7442,Electronic City,1400.0,2.0,40.45,3
7443,Electronic City Phase II,1625.0,2.0,48.75,3
7444,Electronic City,1065.0,2.0,30.76,2
7445,Other,1385.0,3.0,90.0,3
7446,CV Raman Nagar,1040.0,2.0,50.0,2
7447,Haralur Road,1817.0,3.0,110.0,3
7448,Other,1205.0,2.0,47.0,2
7449,Other,1070.0,2.0,33.43,2
7450,Other,1070.0,2.0,52.0,2
7451,Amruthahalli,1340.0,2.0,75.0,2
7452,Kalena Agrahara,980.0,2.0,35.0,2
7453,8th Phase JP Nagar,1006.0,2.0,44.0,2
7454,Thanisandra,1098.0,2.0,71.0,2
7455,Mico Layout,1200.0,2.0,53.5,2
7456,Thigalarapalya,4190.0,4.0,325.0,4
7457,Sarjapur  Road,1019.0,2.0,62.0,2
7458,Whitefield,1150.0,2.0,40.21,2
7459,Anekal,1733.5,3.0,120.0,3
7460,Other,1750.0,3.0,58.0,3
7461,Other,1537.0,3.0,81.0,3
7462,Other,1050.0,2.0,45.0,2
7463,Kanakpura Road,1452.0,3.0,55.6,3
7464,Domlur,1246.0,2.0,95.0,2
7465,Electronic City Phase II,972.0,2.0,40.0,2
7466,Electronic City,630.0,1.0,33.7,1
7467,Other,1255.0,2.0,60.0,3
7468,Doddaballapur,2440.0,3.0,142.0,3
7469,Kanakpura Road,1938.0,3.0,92.69,3
7470,Bannerghatta Road,1711.0,3.0,125.0,3
7471,CV Raman Nagar,1392.0,2.0,95.0,2
7472,Haralur Road,1225.0,2.0,77.0,2
7473,Sarjapur  Road,3418.0,3.0,235.0,4
7474,Green Glen Layout,1750.0,3.0,120.0,3
7475,Subramanyapura,1260.0,2.0,80.0,3
7476,Sarjapur  Road,691.0,1.0,31.1,1
7477,Haralur Road,1285.0,2.0,78.0,2
7478,Hebbal,1590.0,3.0,96.0,3
7479,9th Phase JP Nagar,1571.0,3.0,65.0,3
7480,Hebbal Kempapura,2800.0,5.0,220.0,5
7481,Garudachar Palya,1060.0,2.0,48.66,2
7482,Hennur,1255.0,2.0,58.0,2
7483,Other,2400.0,2.0,185.0,3
7484,Bannerghatta Road,1520.0,2.0,81.0,3
7485,Kanakpura Road,2245.0,2.0,70.99,3
7486,Other,1170.0,2.0,45.51,2
7487,OMBR Layout,1580.0,3.0,75.0,3
7488,Ardendale,1777.26,3.0,89.0,3
7489,Raja Rajeshwari Nagar,1303.0,2.0,55.78,2
7490,Kodichikkanahalli,1680.0,2.0,59.0,2
7491,Whitefield,1495.0,2.0,70.0,3
7492,Yelahanka,1835.0,3.0,108.0,3
7493,Other,1080.0,2.0,38.0,2
7494,Electronic City,1025.0,2.0,29.61,2
7495,Haralur Road,1225.0,2.0,67.48,2
7496,Balagere,656.0,1.0,34.77,1
7497,Sarjapur  Road,994.0,2.0,45.0,2
7498,Other,1025.0,2.0,65.0,2
7499,Marathahalli,1156.0,2.0,52.0,2
7500,JP Nagar,1250.0,2.0,60.0,2
7501,Kundalahalli,3092.0,4.0,230.0,4
7502,Other,1020.0,2.0,70.0,2
7503,Kumaraswami Layout,1310.0,2.0,70.0,3
7504,Jalahalli,917.5,1.0,27.565,1
7505,Kanakpura Road,1322.0,2.0,70.0,2
7506,Kothanur,1160.0,2.0,57.0,2
7507,5th Block Hbr Layout,1100.0,2.0,48.0,2
7508,Hosur Road,1689.0,3.0,103.0,3
7509,Chikkalasandra,1090.0,2.0,47.42,2
7510,KR Puram,2000.0,2.0,75.0,2
7511,Other,1155.0,2.0,69.0,2
7512,Vishveshwarya Layout,4000.0,6.0,230.0,6
7513,JP Nagar,1125.0,2.0,39.98,2
7514,Yelahanka,1847.0,3.0,92.0,3
7515,7th Phase JP Nagar,1515.0,2.0,76.0,3
7516,Yelahanka,2500.0,3.0,120.0,5
7517,Sarjapur  Road,1130.0,2.0,55.0,2
7518,Bellandur,1049.0,2.0,51.0,2
7519,Varthur Road,850.0,2.0,25.4,2
7520,Badavala Nagar,1842.0,3.0,115.0,3
7521,Jakkur,1282.0,2.0,72.0,2
7522,Kalena Agrahara,800.0,2.0,40.0,2
7523,Magadi Road,1318.0,2.0,68.0,3
7524,Kanakpura Road,1698.0,2.0,105.0,2
7525,Other,1555.0,2.0,67.0,3
7526,Sarjapur  Road,1881.0,3.0,145.0,3
7527,Yelahanka,1890.0,3.0,109.0,3
7528,Old Madras Road,935.0,2.0,32.0,2
7529,Cox Town,1000.0,2.0,58.0,2
7530,Singasandra,1510.0,3.0,75.0,3
7531,Uttarahalli,1120.0,2.0,50.0,2
7532,Electronic City,1160.0,2.0,42.0,3
7533,Raja Rajeshwari Nagar,1419.0,2.0,48.1,2
7534,Talaghattapura,1175.0,2.0,62.0,2
7535,Bellandur,1350.0,2.0,63.0,3
7536,Other,2180.0,4.0,115.0,4
7537,Kasavanhalli,1715.0,3.0,112.0,3
7538,Hebbal,1072.0,2.0,45.0,2
7539,Panathur,1230.0,2.0,80.0,2
7540,Murugeshpalya,1600.0,2.0,65.0,3
7541,Thanisandra,1411.0,3.0,93.25,3
7542,Rayasandra,3600.0,5.0,145.0,5
7543,Jalahalli,2404.0,3.0,138.0,3
7544,Doddathoguru,1208.0,3.0,45.0,3
7545,Haralur Road,1225.0,2.0,69.84,2
7546,Hebbal,1162.0,2.0,69.0,2
7547,Thanisandra,1262.0,2.0,65.0,3
7548,Other,1050.0,2.0,35.0,2
7549,Electronic City Phase II,1160.0,2.0,33.51,2
7550,Channasandra,1500.0,3.0,61.95,3
7551,Other,1610.0,3.0,85.0,3
7552,Whitefield,1340.0,2.0,41.0,2
7553,Budigere,1162.0,2.0,58.0,2
7554,Other,3150.0,3.0,135.0,4
7555,Hosa Road,1170.0,2.0,65.0,2
7556,Channasandra,1800.0,3.0,60.0,3
7557,Banashankari Stage VI,1423.0,2.0,71.73,3
7558,Kaggadasapura,1106.0,2.0,40.0,2
7559,Other,1255.0,2.0,56.7,2
7560,Sarjapur  Road,1525.0,2.0,65.0,3
7561,Babusapalaya,1061.0,2.0,38.95,2
7562,Other,600.0,2.0,29.5,2
7563,Electronic City Phase II,1400.0,2.0,40.45,3
7564,Domlur,2100.0,3.0,145.0,3
7565,Kengeri,633.0,1.0,18.0,2
7566,ITPL,1334.0,2.0,55.43,2
7567,Hennur Road,2047.0,3.0,67.55,3
7568,Other,2597.0,4.0,189.0,4
7569,Bellandur,1211.0,2.0,63.0,2
7570,Hennur Road,1904.0,3.0,129.0,3
7571,Balagere,1205.0,2.0,73.87,2
7572,Yeshwanthpur,1164.0,2.0,64.08,2
7573,Other,1410.0,2.0,73.0,2
7574,Other,1150.0,2.0,42.0,2
7575,Other,1170.0,2.0,53.11,2
7576,Hennur,1420.0,2.0,62.0,2
7577,Panathur,1125.0,2.0,45.0,2
7578,NRI Layout,1789.0,3.0,75.0,3
7579,Hulimavu,1021.0,2.0,76.0,2
7580,Kalena Agrahara,1222.0,2.0,48.0,2
7581,Hennur Road,1981.0,3.0,134.0,3
7582,Yelachenahalli,1103.0,2.0,55.0,2
7583,Other,1201.0,2.0,65.0,2
7584,Sarjapur  Road,970.0,2.0,36.0,2
7585,Sarjapur,920.0,2.0,33.0,2
7586,Yeshwanthpur,1520.0,3.0,85.0,3
7587,Sonnenahalli,1268.0,2.0,75.0,3
7588,Other,660.0,1.0,30.0,1
7589,Harlur,1755.0,3.0,115.0,3
7590,Hoskote,945.0,2.0,35.0,2
7591,8th Phase JP Nagar,500.0,1.0,33.0,1
7592,Harlur,4145.0,4.0,153.5,4
7593,Rachenahalli,1167.0,2.0,37.5,2
7594,Domlur,1276.0,2.0,80.0,2
7595,Thanisandra,1234.0,2.0,51.0,2
7596,Lakshminarayana Pura,1180.0,2.0,75.0,2
7597,ISRO Layout,1370.0,2.0,87.0,3
7598,Electronic City,1400.0,3.0,90.0,3
7599,Other,1050.0,2.0,40.0,2
7600,Ramagondanahalli,1251.0,2.0,46.0,2
7601,Yeshwanthpur,1677.0,3.0,92.13,3
7602,Sarjapur  Road,1346.0,2.0,67.38,2
7603,Electronic City Phase II,1090.0,2.0,31.48,2
7604,Kanakapura,1290.0,2.0,51.1,3
7605,Sarjapur  Road,1881.0,3.0,145.0,3
7606,Garudachar Palya,1150.0,2.0,52.0,2
7607,Kanakpura Road,1200.0,2.0,42.0,3
7608,Other,1280.0,2.0,40.0,2
7609,Other,950.0,2.0,65.0,2
7610,Ramamurthy Nagar,1050.0,2.0,51.66,2
7611,Hoodi,1660.0,3.0,131.0,3
7612,Nagavarapalya,1134.0,2.0,55.0,2
7613,Hebbal,1100.0,2.0,60.0,2
7614,Anekal,1200.0,2.0,36.1,2
7615,Other,1080.0,2.0,37.8,2
7616,Other,1200.0,2.0,35.0,3
7617,Anandapura,1200.0,2.0,50.0,2
7618,Talaghattapura,1804.0,3.0,127.0,3
7619,Battarahalli,1090.0,2.0,38.37,2
7620,Electronic City,1287.0,3.0,55.0,3
7621,Sarjapur  Road,1045.0,2.0,42.15,2
7622,Hormavu,1263.0,2.0,47.36,2
7623,Whitefield,1431.0,3.0,85.0,3
7624,Dommasandra,999.0,2.0,32.9,2
7625,Vittasandra,1650.0,3.0,85.5,3
7626,Other,1535.0,3.0,72.0,3
7627,Kanakpura Road,1300.0,3.0,69.0,3
7628,7th Phase JP Nagar,2095.0,3.0,150.0,3
7629,Other,1265.0,2.0,68.0,2
7630,Kudlu Gate,1215.0,2.0,44.96,2
7631,Electronics City Phase 1,1028.0,2.0,51.0,2
7632,Hegde Nagar,1835.0,2.0,92.0,3
7633,Munnekollal,1800.0,3.0,65.0,3
7634,Sarjapur  Road,2880.0,3.0,211.0,4
7635,Dasanapura,708.0,2.0,31.15,2
7636,Hosakerehalli,925.0,2.0,46.25,2
7637,Bannerghatta Road,2826.0,3.0,148.0,3
7638,Kanakpura Road,648.5,1.0,33.66,1
7639,Other,3500.0,4.0,150.0,4
7640,Other,5400.0,4.0,250.0,4
7641,Amruthahalli,1450.0,2.0,90.0,3
7642,Kasavanhalli,1100.0,2.0,65.0,2
7643,Kadubeesanahalli,1185.0,2.0,55.0,2
7644,9th Phase JP Nagar,1900.0,4.0,80.0,4
7645,TC Palaya,1200.0,2.0,70.0,2
7646,Other,660.0,1.0,35.0,1
7647,Sarjapur  Road,3418.0,2.0,222.0,4
7648,1st Phase JP Nagar,4550.0,2.0,240.0,4
7649,Bhoganhalli,1205.0,2.0,68.32,2
7650,Haralur Road,1200.0,2.0,46.0,2
7651,Akshaya Nagar,1421.0,2.0,73.0,3
7652,6th Phase JP Nagar,1250.0,3.0,48.9,3
7653,Whitefield,524.0,1.0,29.0,1
7654,HSR Layout,4200.0,5.0,245.0,5
7655,Thubarahalli,1540.0,3.0,90.0,3
7656,Sarjapur  Road,984.0,2.0,45.91,2
7657,Rachenahalli,985.0,2.0,50.17,2
7658,Whitefield,2830.0,4.0,161.0,4
7659,Other,1140.0,2.0,60.0,2
7660,5th Block Hbr Layout,3600.0,5.0,130.0,5
7661,Begur Road,1410.0,2.0,44.42,3
7662,Raja Rajeshwari Nagar,1700.0,2.0,86.0,3
7663,Devanahalli,1975.0,2.0,62.425,2
7664,Dasarahalli,1333.0,2.0,86.65,2
7665,Electronic City,1258.0,2.0,85.5,2
7666,Other,1458.0,2.0,87.0,3
7667,Electronic City,1386.0,2.0,85.0,2
7668,Electronic City Phase II,1140.0,2.0,32.92,2
7669,Electronic City,550.0,1.0,27.0,1
7670,Lakshminarayana Pura,1200.0,2.0,83.0,2
7671,Other,1081.0,2.0,39.0,2
7672,Whitefield,2135.0,3.0,149.0,4
7673,Whitefield,2500.0,4.0,100.0,4
7674,Other,1178.0,2.0,80.0,2
7675,Devarachikkanahalli,991.0,2.0,40.0,2
7676,Gottigere,1493.0,2.0,90.0,3
7677,Subramanyapura,2495.0,3.0,130.0,3
7678,Kammasandra,1080.0,2.0,31.99,2
7679,Dasanapura,814.0,2.0,53.0,2
7680,Electronic City,1025.0,2.0,50.0,2
7681,Bannerghatta Road,1115.0,2.0,61.0,2
7682,Whitefield,3075.0,2.0,188.0,4
7683,Other,1175.0,2.0,52.86,2
7684,KR Puram,1100.0,2.0,45.0,2
7685,Banashankari,1450.0,2.0,50.75,2
7686,6th Phase JP Nagar,1810.0,3.0,131.0,3
7687,Other,1426.0,2.0,71.0,3
7688,Kalyan nagar,1100.0,2.0,70.0,2
7689,Electronic City Phase II,650.0,1.0,35.0,1
7690,Old Madras Road,1350.0,3.0,47.25,3
7691,Kaikondrahalli,900.0,2.0,27.0,2
7692,Yeshwanthpur,674.0,1.0,36.85,1
7693,Whitefield,1655.0,3.0,110.0,3
7694,Other,1300.0,2.0,95.0,2
7695,Other,936.0,1.0,53.0,1
7696,Other,1277.0,2.0,92.0,2
7697,Other,1200.0,2.0,54.0,2
7698,Hormavu,1015.0,2.0,39.08,2
7699,Budigere,1153.0,2.0,60.0,2
7700,Kengeri,1035.0,2.0,51.5,2
7701,KR Puram,3300.0,3.0,255.0,5
7702,Uttarahalli,1150.0,2.0,46.0,2
7703,Malleshwaram,1020.0,2.0,80.0,2
7704,Bisuvanahalli,1075.0,2.0,31.0,3
7705,Brookefield,1225.0,2.0,72.0,2
7706,Other,1350.0,3.0,60.0,3
7707,Kanakpura Road,1300.0,3.0,69.0,3
7708,Channasandra,830.0,2.0,36.28,2
7709,Hennur Road,1155.0,2.0,69.18,2
7710,Jalahalli,905.0,2.0,55.0,2
7711,Vijayanagar,1375.0,2.0,75.0,3
7712,Electronic City,1140.0,2.0,33.84,2
7713,Hormavu,1550.0,2.0,60.0,3
7714,Kannamangala,957.0,2.0,55.0,2
7715,9th Phase JP Nagar,890.0,2.0,45.0,2
7716,KR Puram,3000.0,4.0,235.0,4
7717,Electronic City,1070.0,2.0,55.0,2
7718,Other,2400.0,5.0,150.0,5
7719,Rachenahalli,925.0,2.0,37.0,2
7720,Kammasandra,1415.0,2.0,60.0,2
7721,Thanisandra,1225.0,2.0,37.0,2
7722,Hennur Road,2000.0,4.0,90.0,4
7723,Whitefield,840.0,1.0,57.0,1
7724,Thanisandra,1732.0,3.0,112.0,3
7725,Parappana Agrahara,1200.0,1.0,45.0,1
7726,Bhoganhalli,1260.0,2.0,69.9,2
7727,Other,1092.0,2.0,49.0,2
7728,Other,827.0,2.0,34.0,2
7729,Horamavu Banaswadi,1357.0,2.0,54.0,2
7730,Chamrajpet,650.0,1.0,40.0,2
7731,7th Phase JP Nagar,1370.0,2.0,54.79,3
7732,Whitefield,1725.0,3.0,106.0,3
7733,Jalahalli,1000.0,2.0,70.0,2
7734,TC Palaya,1350.0,1.0,55.0,1
7735,Bellandur,1717.0,3.0,110.0,3
7736,Kanakpura Road,700.0,2.0,34.0,2
7737,Other,800.0,2.0,32.0,2
7738,Sonnenahalli,1415.0,2.0,65.0,3
7739,7th Phase JP Nagar,1976.0,3.0,145.0,3
7740,Kambipura,883.0,2.0,37.01,2
7741,Yelahanka,700.0,1.0,38.0,1
7742,Sarjapur,1445.0,3.0,50.0,3
7743,Battarahalli,2082.0,3.0,104.0,3
7744,HSR Layout,1140.0,2.0,46.0,2
7745,Thanisandra,933.0,2.0,66.0,2
7746,Electronic City Phase II,1155.0,2.0,57.0,2
7747,Whitefield,1130.0,2.0,36.0,2
7748,Bannerghatta,1200.0,2.0,73.2,2
7749,Other,1055.0,2.0,43.0,2
7750,Bellandur,1420.0,3.0,62.0,3
7751,Devanahalli,658.0,1.0,26.91,1
7752,KR Puram,1035.0,2.0,40.0,2
7753,Begur Road,1200.0,2.0,44.0,2
7754,Yelahanka New Town,488.0,1.0,20.0,1
7755,Other,2760.0,5.0,140.0,5
7756,Other,993.0,2.0,42.0,2
7757,Hoodi,1225.0,2.0,45.0,2
7758,TC Palaya,900.0,2.0,55.0,2
7759,Sompura,825.0,2.0,32.0,2
7760,Electronic City Phase II,1800.0,3.0,92.0,3
7761,Kanakpura Road,1167.0,2.0,63.0,2
